,head,variable,value
1543,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi43
1544,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi832
1545,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,l_text_topics,topic_9
1546,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi330
1547,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi944
1548,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi312
1549,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi340
1550,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi991
1551,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1124
1552,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,level,level_3
1553,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi363
1554,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi735
1555,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1422
1556,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi909
1557,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi561
1558,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi873
1559,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1237
1560,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi945
1561,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi279
1562,Course1_W1-S3-L5_Summary_2-31,prerequisite,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34
1563,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,l_text_topics,topic_8
1564,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi980
1565,Course1_W5-S2-L4_IBM_Model_2_11-27,l_text_topics,topic_12
1566,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi725
1567,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi458
1568,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi171
1569,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi34
1570,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi396
1571,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1072
1572,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi47
1573,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi911
1574,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,topic_0
1575,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,prerequisite,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59
1576,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,l_text_topics,topic_6
1577,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi631
1578,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi43
1579,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi262
1580,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi293
1581,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi818
1582,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi490
1583,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi946
1584,Course1_W1-S3-L5_Summary_2-31,l_text_topics,topic_11
1585,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi832
1586,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi55
1587,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi743
1588,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi345
1589,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi984
1590,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi262
1591,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,l_text_topics,topic_14
1592,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi137
1593,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi27
1594,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1108
1595,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,l_text_topics,topic_10
1596,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,prerequisite,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06
1597,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi257
1598,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi561
1599,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1372
1600,Course2_W3-S1-L1_What_is_Text_Classification_8-12,l_text_topics,topic_5
1601,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1206
1602,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1363
1603,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi1200
1604,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1072
1605,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi1299
1606,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1124
1607,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi806
1608,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1108
1609,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,prerequisite,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34
1610,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi124
1611,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi980
1612,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1284
1613,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1372
1614,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,topic_1
1615,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,l_text_topics,topic_6
1616,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1481
1617,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi62
1618,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,l_text_topics,topic_2
1619,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi993
1620,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi974
1621,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi55
1622,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi14
1623,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1144
1624,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi391
1625,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi1341
1626,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,prerequisite,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45
1627,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,topic_1
1628,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi341
1629,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,topic_11
1630,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1067
1631,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_12
1632,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi978
1633,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi14
1634,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi262
1635,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,l_text_topics,topic_0
1636,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1240
1637,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi993
1638,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi1422
1639,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,prerequisite,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19
1640,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1422
1641,Course2_W3-S1-L2_Naive_Bayes_3-19,level,level_3
1642,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi134
1643,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi1414
1644,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi43
1645,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi898
1646,Course1_W6-S1-L1_Introduction_0-41,prerequisite,Course1_W5-S2-L9_Summary_1-48
1647,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi1284
1648,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi134
1649,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi55
1650,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi183
1651,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi984
1652,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi982
1653,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi147
1654,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1124
1655,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1110
1656,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,concept_vocab_index,vi1341
1657,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi163
1658,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,l_text_topics,topic_5
1659,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi642
1660,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,l_text_topics,topic_7
1661,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi459
1662,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1206
1663,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi768
1664,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1141
1665,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,l_text_topics,topic_1
1666,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi993
1667,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1267
1668,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi76
1669,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi1206
1670,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi567
1671,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi245
1672,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi148
1673,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi1254
1674,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi905
1675,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi73
1676,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi137
1677,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1252
1678,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_12
1679,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi134
1680,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi946
1681,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi538
1682,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1043
1683,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi1108
1684,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi127
1685,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi946
1686,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1442
1687,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi873
1688,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi909
1689,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi984
1690,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi442
1691,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1074
1692,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi818
1693,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi837
1694,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi910
1695,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi980
1696,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_14
1697,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1206
1698,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi991
1699,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi943
1700,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,level,level_3
1701,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,l_text_topics,topic_11
1702,Course2_W8-S3-L4_Summarizing_Multiple_Documents,level,level_3
1703,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,l_text_topics,topic_12
1704,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi604
1705,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi245
1706,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1422
1707,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi1206
1708,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,level,level_2
1709,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi345
1710,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi911
1711,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_12
1712,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi403
1713,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,l_text_topics,topic_12
1714,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi134
1715,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1072
1716,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi954
1717,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi80
1718,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1124
1719,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1386
1720,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi538
1721,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi848
1722,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,prerequisite,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07
1723,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi1434
1724,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi818
1725,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi88
1726,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_1
1727,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi993
1728,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_11
1729,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_11
1730,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi818
1731,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,l_text_topics,topic_12
1732,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi545
1733,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_10
1734,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi873
1735,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi980
1736,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi873
1737,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1422
1738,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,topic_5
1739,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi911
1740,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi1392
1741,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1341
1742,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi134
1743,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi78
1744,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1003
1745,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1072
1746,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi848
1747,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi848
1748,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi991
1749,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1255
1750,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi873
1751,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1206
1752,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,l_text_topics,topic_7
1753,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,level,level_2
1754,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1108
1755,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,prerequisite,Course1_W5-S2-L4_IBM_Model_2_11-27
1756,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi113
1757,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi1206
1758,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi873
1759,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi468
1760,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi228
1761,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi988
1762,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_12
1763,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,prerequisite,Course2_W7-S2-L6_The_Vector_Space_Model_16-22
1764,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,l_text_topics,topic_10
1765,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi116
1766,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,l_text_topics,topic_7
1767,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1206
1768,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi228
1769,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi568
1770,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi770
1771,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi43
1772,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,prerequisite,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53
1773,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi743
1774,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi693
1775,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi116
1776,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_6
1777,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi116
1778,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi55
1779,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1292
1780,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi116
1781,Course1_W2-S1-L1_The_Tagging_Problem_10-01,prerequisite,Course1_W10-S2-L7_Summary_2-50
1782,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1442
1783,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi873
1784,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi984
1785,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,l_text_topics,topic_9
1786,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi677
1787,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi1284
1788,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi1206
1789,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi150
1790,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi43
1791,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1012
1792,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1141
1793,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,topic_11
1794,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,l_text_topics,topic_5
1795,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi411
1796,Course2_W8-S3-L2_Generating_Snippets,level,level_3
1797,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1111
1798,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi239
1799,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi43
1800,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1274
1801,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,prerequisite,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36
1802,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi470
1803,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi945
1804,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,prerequisite,Course1_W1-S2-L5_Trigram_Language_Models_9-40
1805,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi78
1806,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,l_text_topics,topic_7
1807,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi78
1808,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi134
1809,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi456
1810,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,prerequisite,Course2_W2-S1-L6_Interpolation_10-25
